dataset,model,block,bandwidth_mbps,dag_bytes,chain_bytes,saved_bytes,size_saved_pct,dag_serialize_ms,chain_serialize_ms,saved_serialize_ms,dag_transfer_ms,chain_transfer_ms,saved_transfer_ms,dag_total_ms,chain_total_ms,saved_total_ms,total_saved_pct
imagenet100,resnet50,layer3.2,1.0,1605632,802816,802816,50.0,1.0575,0.4838,0.5738,12847.056,6424.528,6422.528,12848.1135,6425.0118,6423.1018,49.99
imagenet100,resnet50,layer3.2,10.0,1605632,802816,802816,50.0,1.0575,0.4838,0.5738,1286.5056,644.2528,642.2528,1287.5631,644.7366,642.8266,49.93
imagenet100,resnet50,layer3.2,100.0,1605632,802816,802816,50.0,1.0575,0.4838,0.5738,130.4506,66.2253,64.2253,131.5081,66.709,64.799,49.27
imagenet100,resnet50,layer3.3,1.0,1605632,802816,802816,50.0,1.0104,0.4801,0.5304,12847.056,6424.528,6422.528,12848.0664,6425.0081,6423.0584,49.99
imagenet100,resnet50,layer3.3,10.0,1605632,802816,802816,50.0,1.0104,0.4801,0.5304,1286.5056,644.2528,642.2528,1287.516,644.7329,642.7832,49.92
imagenet100,resnet50,layer3.3,100.0,1605632,802816,802816,50.0,1.0104,0.4801,0.5304,130.4506,66.2253,64.2253,131.461,66.7053,64.7557,49.26
imagenet100,resnet50,layer3.4,1.0,1605632,802816,802816,50.0,1.0098,0.4844,0.5253,12847.056,6424.528,6422.528,12848.0658,6425.0124,6423.0533,49.99
imagenet100,resnet50,layer3.4,10.0,1605632,802816,802816,50.0,1.0098,0.4844,0.5253,1286.5056,644.2528,642.2528,1287.5154,644.7372,642.7781,49.92
imagenet100,resnet50,layer3.4,100.0,1605632,802816,802816,50.0,1.0098,0.4844,0.5253,130.4506,66.2253,64.2253,131.4603,66.7097,64.7506,49.25
imagenet100,resnet50,layer3.5,1.0,1605632,802816,802816,50.0,0.9624,0.4778,0.4846,12847.056,6424.528,6422.528,12848.0184,6425.0058,6423.0126,49.99
imagenet100,resnet50,layer3.5,10.0,1605632,802816,802816,50.0,0.9624,0.4778,0.4846,1286.5056,644.2528,642.2528,1287.468,644.7306,642.7374,49.92
imagenet100,resnet50,layer3.5,100.0,1605632,802816,802816,50.0,0.9624,0.4778,0.4846,130.4506,66.2253,64.2253,131.4129,66.7031,64.7099,49.24
imagenet100,resnet50,layer4.0,1.0,802816,401408,401408,50.0,0.5374,0.3079,0.2296,6424.528,3213.264,3211.264,6425.0654,3213.5719,3211.4936,49.98
imagenet100,resnet50,layer4.0,10.0,802816,401408,401408,50.0,0.5374,0.3079,0.2296,644.2528,323.1264,321.1264,644.7902,323.4343,321.356,49.84
imagenet100,resnet50,layer4.0,100.0,802816,401408,401408,50.0,0.5374,0.3079,0.2296,66.2253,34.1126,32.1126,66.7627,34.4205,32.3422,48.44
imagenet100,resnet50,layer4.1,1.0,802816,401408,401408,50.0,0.5641,0.2679,0.2962,6424.528,3213.264,3211.264,6425.0921,3213.5319,3211.5602,49.98
imagenet100,resnet50,layer4.1,10.0,802816,401408,401408,50.0,0.5641,0.2679,0.2962,644.2528,323.1264,321.1264,644.8169,323.3943,321.4226,49.85
imagenet100,resnet50,layer4.1,100.0,802816,401408,401408,50.0,0.5641,0.2679,0.2962,66.2253,34.1126,32.1126,66.7894,34.3806,32.4088,48.52
imagenet100,resnet50,layer4.2,1.0,802816,401408,401408,50.0,0.5362,0.2675,0.2687,6424.528,3213.264,3211.264,6425.0642,3213.5315,3211.5327,49.98
imagenet100,resnet50,layer4.2,10.0,802816,401408,401408,50.0,0.5362,0.2675,0.2687,644.2528,323.1264,321.1264,644.789,323.3939,321.3951,49.84
imagenet100,resnet50,layer4.2,100.0,802816,401408,401408,50.0,0.5362,0.2675,0.2687,66.2253,34.1126,32.1126,66.7615,34.3802,32.3813,48.5
